order_id,order_date,requested_delivery_date,actual_delivery_date,depot,customer_id,channel,distance_km,sku_id,sku_name,brand,sugar_type,pack_format,ordered_cases,delivered_cases,on_time,in_full,otif,failure_reason,net_realization_per_case,contrib_margin_per_case,shortfall_cases,lost_revenue_inr,lost_margin_inr
SO213384,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1478,General-Trade,25.6,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,7,7,1,1,1,None,350,100,0,0,0
SO213385,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1094,Modern-Trade,33.5,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,7,7,1,1,1,None,350,100,0,0,0
SO213386,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1043,Modern-Trade,31.2,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,6,6,1,1,1,None,540,168,0,0,0
SO213387,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1013,General-Trade,7.2,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,17,10,1,0,0,Order/picking error,430,132,7,3010,924
SO213388,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1359,General-Trade,31.6,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,13,13,1,1,1,None,470,150,0,0,0
SO213389,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1024,General-Trade,9.2,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,37,37,1,1,1,None,350,100,0,0,0
SO213390,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1348,General-Trade,30.8,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,10,10,1,1,1,None,540,168,0,0,0
SO213391,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1260,Quick-Commerce,7.8,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,6,6,1,1,1,None,430,132,0,0,0
SO213392,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1067,Modern-Trade,32.0,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,13,13,1,1,1,None,360,104,0,0,0
SO213393,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1165,Modern-Trade,14.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,8,8,1,1,1,None,350,100,0,0,0
SO213394,2026-02-03,2026-02-04,2026-02-04,BLR-South,CUST1051,Quick-Commerce,26.7,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,6,6,1,1,1,None,540,168,0,0,0
SO213395,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1168,Modern-Trade,39.9,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,3,3,1,1,1,None,350,100,0,0,0
SO213396,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1177,HoReCa,25.2,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,6,6,1,1,1,None,540,168,0,0,0
SO213397,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1420,General-Trade,27.2,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,25,25,1,1,1,None,360,104,0,0,0
SO213398,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1042,General-Trade,16.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,11,11,1,1,1,None,350,100,0,0,0
SO213399,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1335,General-Trade,6.9,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,12,12,1,1,1,None,520,160,0,0,0
SO213400,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1495,Modern-Trade,17.2,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,10,10,1,1,1,None,350,100,0,0,0
SO213401,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1142,HoReCa,29.3,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,4,4,1,1,1,None,470,150,0,0,0
SO213402,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1446,HoReCa,23.3,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,8,8,1,1,1,None,520,160,0,0,0
SO213403,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1420,General-Trade,27.2,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,24,24,1,1,1,None,360,104,0,0,0
SO213404,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1493,Modern-Trade,28.0,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,13,11,1,0,0,Damage / quality rejection,450,138,2,900,276
SO213405,2026-02-03,2026-02-05,2026-02-06,BLR-South,CUST1155,General-Trade,12.5,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,32,32,0,1,0,Route / traffic delay,360,104,0,0,0
SO213406,2026-02-03,2026-02-04,2026-02-04,BLR-North,CUST1515,Quick-Commerce,19.5,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,8,8,1,1,1,None,360,104,0,0,0
SO213407,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1430,HoReCa,35.1,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,1,1,1,1,1,None,500,150,0,0,0
SO213408,2026-02-03,2026-02-04,2026-02-04,BLR-North,CUST1114,Quick-Commerce,34.9,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,4,4,1,1,1,None,470,150,0,0,0
SO213409,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1406,Quick-Commerce,20.3,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,2,2,1,1,1,None,430,132,0,0,0
SO213410,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1400,Modern-Trade,34.8,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,19,19,1,1,1,None,470,150,0,0,0
SO213411,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1044,General-Trade,38.3,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,20,20,1,1,1,None,540,168,0,0,0
SO213412,2026-02-03,2026-02-05,2026-02-06,BLR-East,CUST1237,General-Trade,38.7,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,13,13,0,1,0,Route / traffic delay,500,150,0,0,0
SO213413,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1456,HoReCa,12.5,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,5,5,1,1,1,None,350,100,0,0,0
SO213414,2026-02-03,2026-02-05,2026-02-06,BLR-North,CUST1022,HoReCa,40.5,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,12,12,0,1,0,Late dispatch from DC,520,160,0,0,0
SO213415,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1504,Modern-Trade,42.0,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,15,15,1,1,1,None,540,168,0,0,0
SO213416,2026-02-03,2026-02-04,2026-02-04,BLR-North,CUST1267,Quick-Commerce,35.9,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,4,4,1,1,1,None,430,132,0,0,0
SO213417,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1186,Modern-Trade,43.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,10,10,1,1,1,None,540,168,0,0,0
SO213418,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1042,General-Trade,16.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,32,32,1,1,1,None,350,100,0,0,0
SO213419,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1317,General-Trade,37.5,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,42,42,1,1,1,None,450,138,0,0,0
SO213420,2026-02-03,2026-02-04,2026-02-04,BLR-South,CUST1512,Quick-Commerce,26.7,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,3,3,1,1,1,None,350,100,0,0,0
SO213421,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1215,General-Trade,22.0,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,22,22,1,1,1,None,360,104,0,0,0
SO213422,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1432,General-Trade,27.0,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,6,6,1,1,1,None,520,160,0,0,0
SO213423,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1166,General-Trade,33.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,16,16,1,1,1,None,540,168,0,0,0
SO213424,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1429,General-Trade,21.2,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,26,26,1,1,1,None,500,150,0,0,0
SO213425,2026-02-03,2026-02-05,2026-02-07,BLR-South,CUST1499,Modern-Trade,28.2,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,15,15,0,1,0,Vehicle unavailability,450,138,0,0,0
SO213426,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1040,Modern-Trade,6.1,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,6,6,1,1,1,None,520,160,0,0,0
SO213427,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1140,Modern-Trade,8.0,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,12,12,1,1,1,None,500,150,0,0,0
SO213428,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1004,Quick-Commerce,44.4,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,6,6,1,1,1,None,540,168,0,0,0
SO213429,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1400,Modern-Trade,34.8,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,4,4,1,1,1,None,430,132,0,0,0
SO213430,2026-02-03,2026-02-04,2026-02-04,BLR-North,CUST1139,Quick-Commerce,26.7,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,7,7,1,1,1,None,430,132,0,0,0
SO213431,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1502,HoReCa,21.7,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,13,13,1,1,1,None,540,168,0,0,0
SO213432,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1432,General-Trade,27.0,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,26,26,1,1,1,None,430,132,0,0,0
SO213433,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1076,Quick-Commerce,34.1,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,5,5,1,1,1,None,430,132,0,0,0
SO213434,2026-02-03,2026-02-04,2026-02-04,BLR-North,CUST1301,Quick-Commerce,41.4,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,4,4,1,1,1,None,360,104,0,0,0
SO213435,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1237,General-Trade,38.7,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,18,18,1,1,1,None,350,100,0,0,0
SO213436,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1339,HoReCa,40.3,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,20,20,1,1,1,None,520,160,0,0,0
SO213437,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1308,Quick-Commerce,23.7,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,3,3,1,1,1,None,450,138,0,0,0
SO213438,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1066,General-Trade,20.2,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,17,17,1,1,1,None,360,104,0,0,0
SO213439,2026-02-03,2026-02-05,2026-02-06,BLR-East,CUST1328,General-Trade,44.9,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,18,18,0,1,0,Late dispatch from DC,540,168,0,0,0
SO213440,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1239,Quick-Commerce,22.4,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,2,2,1,1,1,None,470,150,0,0,0
SO213441,2026-02-03,2026-02-04,2026-02-06,BLR-East,CUST1162,Quick-Commerce,11.4,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,10,10,0,1,0,Route / traffic delay,350,100,0,0,0
SO213442,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1241,General-Trade,34.7,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,5,5,1,1,1,None,470,150,0,0,0
SO213443,2026-02-03,2026-02-05,2026-02-06,BLR-North,CUST1483,Modern-Trade,42.9,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,20,20,0,1,0,Vehicle unavailability,470,150,0,0,0
SO213444,2026-02-03,2026-02-04,2026-02-04,BLR-North,CUST1509,Quick-Commerce,27.3,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,8,8,1,1,1,None,350,100,0,0,0
SO213445,2026-02-03,2026-02-04,2026-02-04,BLR-South,CUST1170,Quick-Commerce,25.8,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,11,11,1,1,1,None,350,100,0,0,0
SO213446,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1402,General-Trade,7.5,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,31,31,1,1,1,None,540,168,0,0,0
SO213447,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1408,Quick-Commerce,9.6,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,2,2,1,1,1,None,360,104,0,0,0
SO213448,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1069,Modern-Trade,43.4,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,18,18,1,1,1,None,350,100,0,0,0
SO213449,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1263,Quick-Commerce,31.2,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,4,4,1,1,1,None,540,168,0,0,0
SO213450,2026-02-03,2026-02-04,2026-02-06,BLR-North,CUST1238,Quick-Commerce,5.7,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,6,6,0,1,0,Route / traffic delay,450,138,0,0,0
SO213451,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1248,Modern-Trade,34.3,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,3,3,1,1,1,None,360,104,0,0,0
SO213452,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1401,HoReCa,8.9,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,17,17,1,1,1,None,450,138,0,0,0
SO213453,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1499,Modern-Trade,28.2,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,9,9,1,1,1,None,430,132,0,0,0
SO213454,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1408,Quick-Commerce,9.6,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,4,4,1,1,1,None,520,160,0,0,0
SO213455,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1043,Modern-Trade,31.2,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,5,5,1,1,1,None,360,104,0,0,0
SO213456,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1236,Modern-Trade,31.8,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,10,10,1,1,1,None,540,168,0,0,0
SO213457,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1497,General-Trade,8.2,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,23,23,1,1,1,None,450,138,0,0,0
SO213458,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1428,Quick-Commerce,14.7,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,3,3,1,1,1,None,360,104,0,0,0
SO213459,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1465,General-Trade,14.9,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,28,28,1,1,1,None,430,132,0,0,0
SO213460,2026-02-03,2026-02-05,2026-02-07,BLR-North,CUST1247,Modern-Trade,19.0,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,6,6,0,1,0,Late dispatch from DC,470,150,0,0,0
SO213461,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1416,Quick-Commerce,13.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,2,2,1,1,1,None,540,168,0,0,0
SO213462,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1017,Quick-Commerce,10.8,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,7,7,1,1,1,None,520,160,0,0,0
SO213463,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1231,Modern-Trade,28.6,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,5,5,1,1,1,None,540,168,0,0,0
SO213464,2026-02-03,2026-02-04,2026-02-04,BLR-North,CUST1422,Quick-Commerce,38.0,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,7,7,1,1,1,None,360,104,0,0,0
SO213465,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1262,Modern-Trade,30.9,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,7,7,1,1,1,None,350,100,0,0,0
SO213466,2026-02-03,2026-02-05,2026-02-06,BLR-East,CUST1517,General-Trade,10.8,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,19,19,0,1,0,Late dispatch from DC,500,150,0,0,0
SO213467,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1019,General-Trade,33.0,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,31,31,1,1,1,None,430,132,0,0,0
SO213468,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1144,Modern-Trade,10.8,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,15,15,1,1,1,None,350,100,0,0,0
SO213469,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1228,General-Trade,33.8,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,8,8,1,1,1,None,360,104,0,0,0
SO213470,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1346,HoReCa,24.5,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,8,8,1,1,1,None,350,100,0,0,0
SO213471,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1150,General-Trade,16.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,13,13,1,1,1,None,350,100,0,0,0
SO213472,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1210,General-Trade,29.5,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,18,18,1,1,1,None,360,104,0,0,0
SO213473,2026-02-03,2026-02-05,2026-02-06,BLR-South,CUST1279,General-Trade,32.8,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,7,7,0,1,0,Late dispatch from DC,350,100,0,0,0
SO213474,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1211,General-Trade,34.8,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,14,14,1,1,1,None,450,138,0,0,0
SO213475,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1277,Modern-Trade,12.3,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,33,33,1,1,1,None,350,100,0,0,0
SO213476,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1477,General-Trade,37.6,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,27,27,1,1,1,None,540,168,0,0,0
SO213477,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1302,Modern-Trade,41.9,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,10,10,1,1,1,None,500,150,0,0,0
SO213478,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1499,Modern-Trade,28.2,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,21,21,1,1,1,None,520,160,0,0,0
SO213479,2026-02-03,2026-02-04,2026-02-04,BLR-North,CUST1198,Quick-Commerce,25.8,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,6,6,1,1,1,None,520,160,0,0,0
SO213480,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1056,Modern-Trade,35.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,5,5,1,1,1,None,350,100,0,0,0
SO213481,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1385,HoReCa,39.3,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,5,5,1,1,1,None,360,104,0,0,0
SO213482,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1378,Modern-Trade,21.9,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,6,6,1,1,1,None,430,132,0,0,0
SO213483,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1095,General-Trade,40.4,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,8,8,1,1,1,None,540,168,0,0,0
SO213484,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1093,Modern-Trade,19.5,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,14,14,1,1,1,None,350,100,0,0,0
SO213485,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1054,General-Trade,33.8,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,55,55,1,1,1,None,350,100,0,0,0
SO213486,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1276,Modern-Trade,41.3,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,10,10,1,1,1,None,470,150,0,0,0
SO213487,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1184,General-Trade,43.0,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,6,6,1,1,1,None,360,104,0,0,0
SO213488,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1416,Quick-Commerce,13.1,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,5,5,1,1,1,None,520,160,0,0,0
SO213489,2026-02-03,2026-02-05,2026-02-06,BLR-North,CUST1483,Modern-Trade,42.9,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,14,14,0,1,0,Route / traffic delay,470,150,0,0,0
SO213490,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1116,General-Trade,15.4,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,20,20,1,1,1,None,350,100,0,0,0
SO213491,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1239,Quick-Commerce,22.4,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,8,8,1,1,1,None,540,168,0,0,0
SO213492,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1169,HoReCa,17.9,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,4,4,1,1,1,None,520,160,0,0,0
SO213493,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1095,General-Trade,40.4,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,39,39,1,1,1,None,540,168,0,0,0
SO213494,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1491,General-Trade,19.6,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,28,28,1,1,1,None,360,104,0,0,0
SO213495,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1382,General-Trade,37.7,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,19,19,1,1,1,None,540,168,0,0,0
SO213496,2026-02-03,2026-02-04,2026-02-04,BLR-South,CUST1217,Quick-Commerce,4.1,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,2,2,1,1,1,None,360,104,0,0,0
SO213497,2026-02-03,2026-02-04,2026-02-06,BLR-South,CUST1075,Quick-Commerce,23.3,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,1,1,0,1,0,Late dispatch from DC,540,168,0,0,0
SO213498,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1039,General-Trade,15.2,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,14,14,1,1,1,None,520,160,0,0,0
SO213499,2026-02-03,2026-02-05,2026-02-07,BLR-North,CUST1354,Modern-Trade,44.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,11,11,0,1,0,Route / traffic delay,350,100,0,0,0
SO213500,2026-02-03,2026-02-04,2026-02-04,BLR-North,CUST1216,Quick-Commerce,30.2,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,6,6,1,1,1,None,520,160,0,0,0
SO213501,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1008,Quick-Commerce,36.8,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,3,3,1,1,1,None,430,132,0,0,0
SO213502,2026-02-03,2026-02-05,2026-02-05,BLR-East,CUST1234,HoReCa,18.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,12,12,1,1,1,None,350,100,0,0,0
SO213503,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1207,General-Trade,6.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,10,10,1,1,1,None,350,100,0,0,0
SO213504,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1404,HoReCa,11.2,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,7,7,1,1,1,None,360,104,0,0,0
SO213505,2026-02-03,2026-02-04,2026-02-04,BLR-North,CUST1280,Quick-Commerce,43.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,5,5,1,1,1,None,540,168,0,0,0
SO213506,2026-02-03,2026-02-05,2026-02-05,BLR-South,CUST1181,HoReCa,21.8,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,2,2,1,1,1,None,350,100,0,0,0
SO213507,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1019,General-Trade,33.0,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,7,7,1,1,1,None,520,160,0,0,0
SO213508,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1065,General-Trade,40.5,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,5,5,1,1,1,None,360,104,0,0,0
SO213509,2026-02-03,2026-02-04,2026-02-04,BLR-East,CUST1308,Quick-Commerce,23.7,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,1,1,1,1,1,None,470,150,0,0,0
SO213510,2026-02-03,2026-02-05,2026-02-05,BLR-North,CUST1404,HoReCa,11.2,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,22,22,1,1,1,None,350,100,0,0,0
